,Key,Topic,Substance,Class,Document
14112,10_2c-t-4,10,2c-t-4,Serotonergic psychedelics,drank again no pain just nothing all that eventful occured for the rest of the time . i felt mostly sober for the rest of the time with the exception of
14113,2_2c-t-4,2,2c-t-4,Serotonergic psychedelics,colors it all melts together with the music and i have no idea of how long i laid there and hallucinated . i did even have an idea of how my
14114,14_2c-i,14,2c-i,Serotonergic psychedelics,cannabis when i coming down seems to extend it though . come up is muuuch quicker getting some good visuals in min body bake is about the same sometimes stronger if
14115,5_2c-t-4,5,2c-t-4,Serotonergic psychedelics,trip did come near the intensity of my first . the come up is to long on rcs for my taste and i do like the experience at all . i
14116,2_2c-t-4,2,2c-t-4,Serotonergic psychedelics,state . this stuff is very weird . my mind felt so dissolved . music slowly faded away and then slowly came back . i felt so far away from my
14117,3_2c-t-4,3,2c-t-4,Serotonergic psychedelics,worn out so i keep them closed for still at . it is subsiding very slowly . by this placeholder would be gone for me . minor visuals still present .
14118,5_2c-t-4,5,2c-t-4,Serotonergic psychedelics,there is a definite alert but it is difficult to define . active but very slow in developing . but so far there are no foreseeable negatives to this trip .
14119,27_2c-t-7,27,2c-t-7,Serotonergic psychedelics,was as if the verbal part of my thinking was randomly firing unfamiliar ' a fast as the visuals and the aural hallucinations were coming and that these ' were becoming
14120,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,she will spin me right back into space if i do hang on a little longer . this was as much like being born as i can remember i feel new
14121,66_2c-t-7,66,2c-t-7,Serotonergic psychedelics,heard a buzzing that seemed to fit with the body i really keep to a timeline from this point on the experience became too intense to really keep track of i
14122,27_2c-t-7,27,2c-t-7,Serotonergic psychedelics,somehow be on the same this sequence of visuals basically kept me busy for the duration of the trip i would say i had these hallucinations for around . each orb
14123,31_2c-t-7,31,2c-t-7,Serotonergic psychedelics,we had definitely reached the plateau but it was coming down anytime would be a long prolonged return to baseline like acid just less a bit later and a herbal cigarette
14124,42_2c-t-7,42,2c-t-7,Serotonergic psychedelics,bubble wrap and celophane . i try to sit up but the earth moves so fast it seems she will spin me right back into space if i do hang on
14125,16_2c-t-7,16,2c-t-7,Serotonergic psychedelics,right now . i been so completely saturated with this psychedelic experience that i need time to recover and could possibly imagine taking anything else . i have felt this way
14126,18_2c-t-7,18,2c-t-7,Serotonergic psychedelics,and could possibly imagine taking anything else . i have felt this way in a long long i help a friend snort some dpt . i relax on the couch eyes
14127,24_2c-t-7,24,2c-t-7,Serotonergic psychedelics,is on the phone laughing at me . it seemed like it would be an endless string of things i would like to ignore but i found it impossible to fight
14128,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,the girl who i did know interrupted my thoughts by asking me something that has long since morphed into unconsciousness . i remember thinking of her as a bit of a
14129,2_2c-t-7,2,2c-t-7,Serotonergic psychedelics,guess it was just one of those odd connections that we have from placeholder to time . suddenly the music that i had only been subconsciously aware of stopped and the
14130,4_2c-t-7,4,2c-t-7,Serotonergic psychedelics,and made a break for the bathroom . he seemed to be gone for a long period of time . in the mean time i acquainted myself with the green couch
14131,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,the keys in her hand and my pants began to bulge once more . i quickly shook this feeling and grabbed the keys from her hand instructed her to put the
14132,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,obediently . the car started and i talked her through bringing the clutch up and accelerating slowly . unfortunately the car was parked on muddy grass on a hill . not
14133,4_2c-t-7,4,2c-t-7,Serotonergic psychedelics,seductive eye . eventually we made it back to the house to learn that was long since gone . i was a little worried about him but much more relieved that
14134,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,out to her monotonous dribble . after ridding myself of the girl i faced a long drive home along the freeway . besides intense internalised thought that at times made me
14135,0_2c-t-7,0,2c-t-7,Serotonergic psychedelics,she believed that i knew and she wanted to find she began to talk very quickly about many very deep philosophical subjects and made a lot of sense and i was
14136,26_2c-t-7,26,2c-t-7,Serotonergic psychedelics,of my awareness . i could only think about one thing at a placeholder the slow mindfuck was already beginning at t once inside the rave we wandered from area to
14137,27_2c-t-7,27,2c-t-7,Serotonergic psychedelics,morning is conducive to visual hallucinations . they do go together in my experience . time to come down . i watched the parade in a state of mild physical mental
14138,6_2c-t-7,6,2c-t-7,Serotonergic psychedelics,and was pleased to find that my usual nausea and stomach lightness were after a long period of indecision we wound up at a dumpy karaoke bar across the street from
14139,6_2c-t-7,6,2c-t-7,Serotonergic psychedelics,of nausea but i was filled with energy tremor and everything seemed to take so long the visuals were everywhere the walls were throbbing in sync with my sinuses . nothing
14140,6_2c-t-7,6,2c-t-7,Serotonergic psychedelics,unreal and out into the cold air . as it had last placeholder the outdoors quickly turned all uncertainty into exhilaration and the nausea vanished . as i walked still somewhat
14141,2_2c-t-7,2,2c-t-7,Serotonergic psychedelics,and the flaming lips song feet of despair conveniently starts playing . i realize how quickly the stuff is working and i become instantly afraid . turning off the stereo and
14142,77_2c-t-2,77,2c-t-2,Serotonergic psychedelics,of us was the one in the mirror . visuals and mental effects were still rapidly on the rise . any movement i would make especially facially would happen simultaneously extremely
14143,17_2c-t-4,17,2c-t-4,Serotonergic psychedelics,this helping and i tried to forget that and think about this as something the slow comeup continued past the mark with visuals slowly increasing . there was a slight shifting
14144,3_2c-t-2,3,2c-t-2,Serotonergic psychedelics,beginning to think it to be impossible to have a bad placeholder on this so long as you in a fairly decent mood or higher and of a fairly stable mind
14145,34_2c-t-2,34,2c-t-2,Serotonergic psychedelics,DATE but whatever it was i feel like it rewired my brain so i no longer craved cigarettes or at least severely reduced and procrastinated the medical uses social quitting smoking
14146,23_2c-t-2,23,2c-t-2,Serotonergic psychedelics,reduced and procrastinated the medical uses social quitting smoking other uses creative closing commentaries i rate its potential for abuse as very low . while using it is easy one of
14147,1_2c-t-2,1,2c-t-2,Serotonergic psychedelics,my heart was not only palpitating but skipping beats jumping out of my chest and speedy up re y re y fast making it impossible to breathe . i told her
14148,1_2c-t-2,1,2c-t-2,Serotonergic psychedelics,what the problem is why are you going to die hearts beating re y really fast like gon na have a heart attack me where you i gave her my address
14149,1_2c-t-2,1,2c-t-2,Serotonergic psychedelics,and gave me the craziest high i ve ever had . of sudden my heart rate rapidly decreased i became chilled both ment y and physic y i could breath again
14150,23_2c-t-2,23,2c-t-2,Serotonergic psychedelics,smoked to ease the . t definitely noticing a trip by now . i feel speedy as though my muscles are tense . i feel like i should do something so
14151,63_2c-t-2,63,2c-t-2,Serotonergic psychedelics,too however i did like the fact that my drawing was slightly limited by the timespan during which i was tripping . i liken it to being the adderall for one
14152,9_2c-t-2,9,2c-t-2,Serotonergic psychedelics,strong persian carpet type typical for . colors of objects were cycling cevs were strong fast and frightening of a unbelievable complex fractal type which i would describe as multidimensional more
14153,17_2c-t-2,17,2c-t-2,Serotonergic psychedelics,fractal type which i would describe as multidimensional more then in space more then in time there were dimensions coming into existence and disappearing randomly i seen how the nature works
14154,15_2c-t-2,15,2c-t-2,Serotonergic psychedelics,the universe all the possibilities no compromises . what happens ca be it was a long torture where i was hunted by the stronger organisms . no matter what they were
14155,7_2c-t-2,7,2c-t-2,Serotonergic psychedelics,DATE DATE DATE of lost until we fell all in all the trip was surprisingly long going from about midnight to when shit started to calm down and i was able
14156,46_2c-t-2,46,2c-t-2,Serotonergic psychedelics,i was very sensitive to temperature changes . there was also much jaw clenching which slowly went away after the or mental high while there was no real guaranteed euphoric state
14157,51_2c-t-2,51,2c-t-2,Serotonergic psychedelics,also smoked about of dmt the night before this trip but due to that compound duration i am certain it out of my system however that could have also impacted the
14158,26_2c-t-2,26,2c-t-2,Serotonergic psychedelics,really explain . i suppose ' might be the word . these would disappear any time i moved though and came back only after staying still for a while and concentrating
14159,18_2c-t-2,18,2c-t-2,Serotonergic psychedelics,a line got my straw ready and leaned over the omfgholyshitgoddamnthatfuckinghurts omg wow this is fast holy hell this is fucking fast i mean i was holding my nose jumping up
14160,5_2c-t-2,5,2c-t-2,Serotonergic psychedelics,to fifteen minutes into the trip when everything went to hell . my sense of time for the next two hours was almost . what follows is what i can best
14161,5_2c-t-2,5,2c-t-2,Serotonergic psychedelics,robo trips . but i reached it here . i left myself i was no longer me my family my memories those were not myself . i was still there just
14162,9_2c-t-2,9,2c-t-2,Serotonergic psychedelics,as i looked up at the ceiling it still twisted and bended but i no longer felt like i was being attacked by all the energy in the universe . my
14163,11_2c-t-2,11,2c-t-2,Serotonergic psychedelics,tripping here around hours . then again it feels like it has been a lot longer than that . perhaps hours . but yet i am back at my computer here
14164,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,this would appeal to more mature or introspective individuals than to young partiers . . duration of action about hours seems remarkably constant with a very predictable and distinct cessation of
14165,35_2c-t-21,35,2c-t-21,Serotonergic psychedelics,threshold dose is . new users would be well advised to start low and go slow . this will probably be my last report on this particular chemical unless i have
14166,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,. i got my little pill took a deep breath and swallowed it . the time was we went outside and got into car . it was exceptionally warm for a
14167,6_2c-t-21,6,2c-t-21,Serotonergic psychedelics,just deal with the nausea if it came . i placed my order which came quickly and i sat down to eat . the food was very good and did create
14168,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,away at college . they had all returned home for DATE DATE though so our time in the restaurant was spent sharing stories of recent things that had happened . i
14169,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,out with all of them on a DATE basis . it makes me cherish the time we have together even more . i notice at this moment that my thinking is
14170,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,. this made me after i finished thinking about all that i looked at the clock . it was just before am . visuals were still there but they seemed slightly
14171,-1_2c-t-21,-1,2c-t-21,Serotonergic psychedelics,before am . visuals were still there but they seemed slightly milder . given the duration pihkal lists i expected i was now on the decline . i took of diphenhydramine
14172,51_2c-t-21,51,2c-t-21,Serotonergic psychedelics,experience within moments like say with dmt . yes you save a lot of trip time but be prepared . prepare your space before you dose . total rookie error on
14173,14_2c-t-4,14,2c-t-4,Serotonergic psychedelics,a bowl of cannabis was imbided to try to get more visual effects and to pass some placeholder . the cannabis had no noticeable effect on the overall experience . we
14174,35_2c-t-4,35,2c-t-4,Serotonergic psychedelics,the dose was the character of the experience never changed . there was such placeholder dilation it was almost punishing . i felt i had been tripping the entire night by
14175,35_2c-t-4,35,2c-t-4,Serotonergic psychedelics,experience will be like . expectations this is supposed to be a substance hours the period is long occurring over about hours . i am assuming that the high dose may
14176,35_2c-t-4,35,2c-t-4,Serotonergic psychedelics,seems that there is indeed a lot of variability between individuals in the dosage and duration of this compound pm at a pleasant and a half pm at a bland .
14177,57_2c-i,57,2c-i,Serotonergic psychedelics,that exhaustive list a general bit of info before i have known about rc for longer then i have had the ability to order things online myself . with easy access
14178,14_2c-t-21,14,2c-t-21,Serotonergic psychedelics,pleasant overall although i have been getting mild pains in my chest from placeholder to time . however this could be a result of the pot as found this to be
14179,41_2c-t-21,41,2c-t-21,Serotonergic psychedelics,enough to look at my eyes in the mirror frequently in order to remember eye dilation as being particularly bad or not so bad . but i recall it as being
14180,17_2c-t-2,17,2c-t-2,Serotonergic psychedelics,a bit more interesting that normal at a to . i noticed that i preferred long slow songs . in particular i loved rush ' fuck buttons ' sport ' album
14181,1_2c-t-2,1,2c-t-2,Serotonergic psychedelics,a gust of wind blew i felt a bit cold albeit refreshed . my heart rate had also increased as is common with other things i noticed ORG stimulant accelerated heart
14182,12_2c-i,12,2c-i,Serotonergic psychedelics,the verge of uncomfortable . again a cycling feeling of bliss and feeling uncomfortable extremely fast paced . mushrooms seem to do the same thing to me probably with a greater
14183,93_2c-t-2,93,2c-t-2,Serotonergic psychedelics,mildly overall commentary i love this compound . one of my favorite compounds of all time . the first placeholder i dosed it i decided to explore the senses to see
14184,23_2c-t-2,23,2c-t-2,Serotonergic psychedelics,coming up on this compound i was craving a cigarette after i purged i no longer craved one and forgot all about the fact that i was a smoker . while
14185,35_2c-t-21,35,2c-t-21,Serotonergic psychedelics,is how i eyeballed my dose . i do want to make my journey too long since it already late compared to how long it might take to come up and
14186,3_2c-t-21,3,2c-t-21,Serotonergic psychedelics,a while . oh well . here we go . i watch PERSON PERSON to pass the placeholder while waiting for i believe i noticing the first effects . i have
14187,41_2c-t-21,41,2c-t-21,Serotonergic psychedelics,of feeling simultaneously energetic and sedated . my skin registered in ways reminiscent of pm slow . pupils not dilated . stimulated but in a way that was difficult to describe
14188,4_2c-t-21,4,2c-t-21,Serotonergic psychedelics,my i know there is nt much information from him as my conversation was cut short but from what it sounds like will totally mess my world up or the caps
14189,6_2c-t-21,6,2c-t-21,Serotonergic psychedelics,sandwich and a beer and perhaps on an empty stomach the onset would have been quicker . the initial signs were a little bit of dizziness head rush i suppose and
14190,26_2c-t-21,26,2c-t-21,Serotonergic psychedelics,. this was both good and bad . it was nice to have a pleasant time thinking about these things but because it lacked the urgency i felt that it was
14191,2_2c-t-21,2,2c-t-21,Serotonergic psychedelics,at the placeholder and the music sounded extremely beautiful . it was a little too slow for my tastes so i switched it to the mars volta which more suited the
14192,5_2c-t-21,5,2c-t-21,Serotonergic psychedelics,for my tastes so i switched it to the mars volta which more suited the speedy feeling that i was experiencing . after a couple hours my trip was strongly underway
14193,19_2c-t-21,19,2c-t-21,Serotonergic psychedelics,sleep will no be easy . also a great drug for school or something eye dilation seem to be a big thing for me . although my eyes are i have
14194,12_2c-t-2,12,2c-t-2,Serotonergic psychedelics,suddenly they were already on par with my past experiences with mushrooms and were getting rapidly more and more incredible . my hands were doing some minor trembling while i let
14195,56_2c-i,56,2c-i,Serotonergic psychedelics,decided i wanted to try it and DATE DATE DATE in dc was the planned time of consumption . my original intent was to eat the pill and browse several of
14196,49_2c-i,49,2c-i,Serotonergic psychedelics,a roll but something was visually different as i stared out the window at the passing tunnels and scenery . and it had some of the same trip paranoia as shrooms
14197,33_2c-i,33,2c-i,Serotonergic psychedelics,nug in the bowl that looked like an iceberg jammed into a pond . it passed back and forth endlessly probably about times as we took hits . we decided to
14198,42_2c-i,42,2c-i,Serotonergic psychedelics,enjoy the sites . the couch has a somewhat fuzzy fabric on it with very short and compact ' on it . the hairs feel to me as if they are
14199,73_2c-i,73,2c-i,Serotonergic psychedelics,way i can truly describe it . orgasmic hardly even depicts it . just any time one of my senses were used my head would almost explode in what i call
14200,4_2c-i,4,2c-i,Serotonergic psychedelics,i was doing . i explained to him that i had gone up way too fast and how i was begining to freak out . he still did feel i looked
14201,57_2c-i,57,2c-i,Serotonergic psychedelics,not stable and rewarding enough to have a child with him had an abortion and shortly thereafter broke up . is the kind of girl that makes the biggest decisions based
14202,33_2c-i,33,2c-i,Serotonergic psychedelics,smiling the majority of the evening kept packing the bowl and really lost track of time . i love chatting with some of these people its just good fun . and
14203,52_2c-i,52,2c-i,Serotonergic psychedelics,. happy feet . i had never seen the movie and i had the toughest time telling if it was reality or cartoon . all the while i would get distracted
14204,39_2c-i,39,2c-i,Serotonergic psychedelics,that it reminds me of one of those pictures where if you stare at it long enough images pop out at you . i see a bunch of forest gnomes and
14205,34_2c-i,34,2c-i,Serotonergic psychedelics,the money in my wallet from DATE had no meaning to me . it no longer brought me the joy that it did the night before . after scoring the buds
14206,54_2c-i,54,2c-i,Serotonergic psychedelics,GPE . we felt that it would help to get the experience rolling a little faster but we did plan on sitting through the entire film . at PERSON expressed his
14207,73_2c-i,73,2c-i,Serotonergic psychedelics,of the substance at this level . foreplay is exceptionally arousing yet an erection comes slower . sex is a long drawn out process lasting about an hour and a half
14208,84_2c-i,84,2c-i,Serotonergic psychedelics,the drug is allowing me to appreciate the stranger as the visuals plateau for a short while i decide to have some ketamine with my friends . this bolsters my visuals
14209,45_2c-i,45,2c-i,Serotonergic psychedelics,overtakes me . my musical tastes again change and i decide to go for a short dance with my friends marvelling once more at the lighting effects and all the people
14210,96_2c-i,96,2c-i,Serotonergic psychedelics,from it and what a negative it was was the migrane i had all night long . and i mean poudning . around i went looking for a walmart placeholder after
14211,34_2c-i,34,2c-i,Serotonergic psychedelics,course of my DATE break . the blunts were smoked and we went to the quick trip . ' g ' and ' w ' were mostly fine having only done
14212,7_2c-i,7,2c-i,Serotonergic psychedelics,past trips i feel i am making more progress DATE DATE instead of regressing over time into habit . i have since that fateful DATE night stayed mostly within the confines
14213,58_2c-i,58,2c-i,Serotonergic psychedelics,is only the second course i taken in college that had elements that took precious time away from studying the material and then i was overcome by the feeling of how
14214,58_2c-i,58,2c-i,Serotonergic psychedelics,you were young . there are these professors who claim that you should study something slowly until you understand it yet with all this arbitrary bs you have to do just
14215,58_2c-i,58,2c-i,Serotonergic psychedelics,have to do just to get a degree you ca possibly afford to study anything slowly without finding yourself too old to do anything by the placeholder you get your i
14216,23_2c-i,23,2c-i,Serotonergic psychedelics,to smoke far more than i usually do in a session and i think i passed the gravity hit mark placeholder before i ran out of nuggets . it was the
14217,15_2c-i,15,2c-i,Serotonergic psychedelics,not others as representations of what i felt are too muddied by the constraints of time . the speed of my hand the speed of my mind and language to be
14218,30_2c-i,30,2c-i,Serotonergic psychedelics,of acid . i was amazed at how a high can change so dramaticaly so fast . the visuals started to kick in at full gear but did nt seem to
14219,66_2c-i,66,2c-i,Serotonergic psychedelics,buzz again but each line hurt my nasal passage less and like my concept of time i zero idea of how much we were doing or had after my experience i
14220,58_2c-i,58,2c-i,Serotonergic psychedelics,want to shift the learned to the applied . i hope to finish college on time and get everything completed on time . i know it not gon na be easy
14221,27_2c-i,27,2c-i,Serotonergic psychedelics,like on the ancient cavern drawings . with closed eyes i have a mild hallucinations slow whirls which changes their shape . i comeback to human traffic laughing widely . stimulation
14222,24_2c-i,24,2c-i,Serotonergic psychedelics,which i walked in one direction down a main street with nearly every person i passed staring at me due to my unexplained laughter . i met their eyes each placeholder
14223,54_2c-i,54,2c-i,Serotonergic psychedelics,decide i must have forgot to lock it before going inside . i learned a long time ago not to bring anything valuable in my car when venturing into GPE late
14224,23_2c-i,23,2c-i,Serotonergic psychedelics,awful happened but i got a terrible headache and felt like i was close to passing out . i smoked again and went to all in all it was a deeply
14225,52_2c-i,52,2c-i,Serotonergic psychedelics,if she did get some rest the movie finishes after being paused for a few short moments in order to follow interesting trains of thought . i spend the next minutes
14226,30_2c-i,30,2c-i,Serotonergic psychedelics,one tab of acid . now please bare with me for it has been a long time since thought about this but i think i can remember most of the details
14227,-1_2c-p,-1,2c-p,Serotonergic psychedelics,hours instead of it would be more fun . however my main problem with the duration is mostly the peak if the peak effects lasted longer i would mind it so
14228,-1_2c-p,-1,2c-p,Serotonergic psychedelics,into town and got canvas and headed back . come on was pleasant but really slow . come on was pleasant but really slow . i was only feeling a little
14229,-1_2c-p,-1,2c-p,Serotonergic psychedelics,sewing supplies and throwing out old wardrobe instead . not really a bad use of time but not what i planned . i never found the missing tool . anyhow after
14230,-1_2c-p,-1,2c-p,Serotonergic psychedelics,edge off i could feel myself come down by degrees and around i was no longer miserable from the stimulating effect but still not able to finally managed to doze off
14231,-1_2c-p,-1,2c-p,Serotonergic psychedelics,of something is getting deep inside of my brain . i decide to have a quick snack and have no problems eating . two other people leave . the trip begins
14232,2_2c-p,2,2c-p,Serotonergic psychedelics,i am very happy to listen to my own written track . after quite a time i join r to sit near the fire place . t we feel slow comedown
14233,-1_2c-p,-1,2c-p,Serotonergic psychedelics,r to sit near the fire place . t we feel slow comedown during this period we spend our time drinking some beer and chatting about society and how it is
14234,19_2c-p,19,2c-p,Serotonergic psychedelics,fall asleep immediately . next morning we both feel great and relax spend some more time in the country place and our mate takes us back home . conclusion low dose
14235,17_2c-p,17,2c-p,Serotonergic psychedelics,two large bodies there exist these fixed nodes of unstable equilibrium . and if you time your small push just right you can push out of one node spiral chaotically for
14236,17_2c-p,17,2c-p,Serotonergic psychedelics,small push just right you can push out of one node spiral chaotically for a long time then end up at another node . you can use this to travel the
14237,45_2c-p,45,2c-p,Serotonergic psychedelics,is too impatient there so much energy in the scene but it ca sit still long enough to channel into something we take the music to the roof where we dance
14238,4_2c-p,4,2c-p,Serotonergic psychedelics,his girlfriend is now home and he did predict that the trip would last this long . he collects his stuff and i take a shower . i lie in bed
14239,17_2c-p,17,2c-p,Serotonergic psychedelics,at another node . you can use this to travel the entire universe albeit very slowly for theoretically zero energy . strategies like this are actually used by deep space we
14240,9_2c-p,9,2c-p,Serotonergic psychedelics,look at the popcorn ceiling and the shadows are amazing . if i stare it long enough everthing but the swirling shadows disappears . it is giving me visuals that are
14241,5_2c-p,5,2c-p,Serotonergic psychedelics,been ripped off my friend was really pissy and angry about not getting off as fast as we had hoped . at about my trip started almost out of nowhere .
14242,2_2c-p,2,2c-p,Serotonergic psychedelics,that the crowd be appreciative of his music selection . we discussed this for a short while before turning to l looks at what written and finds issue with the semantics
14243,80_2c-p,80,2c-p,Serotonergic psychedelics,main floor and meditated on the intricate beauty of the tibetan snow lions . how long did it take the artist to complete such amazing sculptures how many people walked by
14244,80_2c-p,80,2c-p,Serotonergic psychedelics,to complete such amazing sculptures how many people walked by and failed to appreciate the time and effort put into these creations my mind began to wonder if someone spent x
14245,11_2c-p,11,2c-p,Serotonergic psychedelics,spent x hours working on a piece of artwork what is the appropriate amount of time needed to fully appreciate such a feat while i satiate myself with an answer i
14246,55_2c-p,55,2c-p,Serotonergic psychedelics,issues dealing with others high euphoria to be out on such a beautiful day leisurely pace was pleasurable . sense of smell was improved and pleasurable visuals present but not intrusive
14247,5_2c-p,5,2c-p,Serotonergic psychedelics,even moving this is all within hours of the trip remembering this trip is hours long we arrive to the park and i find myself rushed with energy almost explosive we
14248,6_2c-p,6,2c-p,Serotonergic psychedelics,tripping . it was just the of the cap my heart is beating a little faster probably in excitement . we started watching a movie called suddenly have stomach cramps nothing
14249,6_2c-p,6,2c-p,Serotonergic psychedelics,of ' i could have given a fuck ' which does makes sense hours mins time to head back home i tried to vomit but nothing was there . hours sat
14250,8_2c-p,8,2c-p,Serotonergic psychedelics,listened to some music . for the rest of the evening the drug very very slowly peters out somewhat speedy and very drawn out but nothing unpleasant and my mood remains
14251,66_2c-t-2,66,2c-t-2,Serotonergic psychedelics,body buzz is still there but actually seems weaker . could it be i have passed the peak in less than hours am the patterning stops . this surprises me as
14252,16_2c-t-2,16,2c-t-2,Serotonergic psychedelics,it . i enjoyed it though it was not much of a psychedelic mind expanding time at anyways . this seemed about as as a six of beer . call it
14253,5_2c-t-2,5,2c-t-2,Serotonergic psychedelics,to habits of animals and instinctual human responses . i am constantly concerned about how long this trip will last as i am supposed to be at work at DATE DATE
14254,38_2c-t-2,38,2c-t-2,Serotonergic psychedelics,and ORG . all effects pretty much wore of by about and i could no longer stay awake at at which point after dozing on the couch for a little while
14255,30_2c-p,30,2c-p,Serotonergic psychedelics,back into the shadows before i could catch them . this chemical lasted an extraordinarily long time . many an acid trip seemed to last ' . but the longest pales
14256,36_2c-p,36,2c-p,Serotonergic psychedelics,and bake is that i woke up tripping it seemed . the effects may be longer then they say . crazy comeup it seemed alot like but more lovey dovey .
14257,35_2c-p,35,2c-p,Serotonergic psychedelics,visuals if i took it to higher dosage . but with a extreme amount of time if i keep doing something i could seriously treat this like a meth trip .
14258,5_2c-p,5,2c-p,Serotonergic psychedelics,are considering trying this one out have to be aware that it really is a long trip but it did not feel at all tedious . the flow of time was
14259,5_2c-p,5,2c-p,Serotonergic psychedelics,work the next overall i recommend for experienced and cautious folks who would mind a long trip . while it has many typical characteristics of the family it is a unique
14260,16_2c-p,16,2c-p,Serotonergic psychedelics,very nice sunny bright day . i was finally able to eat comfortably . my short term memory is completely shot though . next placeholder i ingest a psychedelic i will
14261,18_2c-p,18,2c-p,Serotonergic psychedelics,stuff for or hours and yet it felt like i been on it for times longer . time goes veeeerrrryy slow while on it . about hours after i first snorted
14262,41_2c-p,41,2c-p,Serotonergic psychedelics,some slight tracers and lamps and light bulbs producing that glow that comes with pupil dilation some euphoria and what i call a change . ' it a term my friends
14263,9_2c-p,9,2c-p,Serotonergic psychedelics,everything had a pink red and orange hue to it . i say of the time that how my field of vision was and the other i could see it was
14264,2_2c-p,2,2c-p,Serotonergic psychedelics,boring but the sensuality of the whole thing kept me still and staring . then slowly PERSON PERSON music video and lyrics would take over my consciousness totally killing the mood
14265,3_2c-p,3,2c-p,Serotonergic psychedelics,the red and blue writing that would form on the walls made me smile and time seemed to go by so slow . by this placeholder i went about my normal
14266,10_2c-p,10,2c-p,Serotonergic psychedelics,be controlled and what could so i had total control of my actions and would pass as sober to basically anyone except for feeling my sweaty palms . i easily hide
14267,41_2c-p,41,2c-p,Serotonergic psychedelics,to basically anyone except for feeling my sweaty palms . i easily hide my pupil dilation with color contacts which is one of its main purposes for me . even my
14268,31_2c-p,31,2c-p,Serotonergic psychedelics,fuller with anything reflecting the sun leaving trails and glowing is when the effects were slowly tapering off . i was almost getting tired of the high but i generally patient
14269,9_2c-p,9,2c-p,Serotonergic psychedelics,object to object but it felt like i was staring at them for a life time . in GPE we went through the market and it felt like i was in
14270,11_2c-p,11,2c-p,Serotonergic psychedelics,and it felt to me as if it was already but when i checked the time it was only . i could believe time was going to slow . i was
14271,13_2c-p,13,2c-p,Serotonergic psychedelics,a fuck . i would like to mention that i had completely lost track of time during this whole event . time dilation does exist and there will be an hour
14272,54_2c-p,54,2c-p,Serotonergic psychedelics,until i finally came down was just a jumble of dancing getting lost in GPE short walks and generally just enjoying my placeholder with the effects . the universe often would
14273,6_2c-p,6,2c-p,Serotonergic psychedelics,and enlightening experience i ever had . i had no nausea no significantly higher heart rate and minor muscle tension throughout . i can easily see how this could be too
14274,6_2c-p,6,2c-p,Serotonergic psychedelics,sickness they say they feel way better and they look like there having an amazing time ca nt wait until it effects me always wanted to try it start walking around
14275,15_2c-p,15,2c-p,Serotonergic psychedelics,the universal level . i realized all matter is merely energy condensed down to a slow vibration . we are all on subjectively life is but a dream and we are
14276,11_2c-p,11,2c-p,Serotonergic psychedelics,my passwords were nt fucking working fingerprint scanner not working . i running out of time damnit . i could feel myself dying and hear people just outside my room .
14277,46_2c-p,46,2c-p,Serotonergic psychedelics,. feeling colder . energy courses through my muscles i need to stand up and pace my room to let it out . my guts begin to rumble and roll as
14278,43_2c-p,43,2c-p,Serotonergic psychedelics,edges as i stand up . every boundary of my vision is spiraling away into infinity . i sit down at the computer and slowly regain lucidity . get back on
14279,0_2c-p,0,2c-p,Serotonergic psychedelics,while opening her mouth over and over for illogical reasons saying and from placeholder to time . we were tigers in a tent piled on top of each other for warmth
14280,5_2c-p,5,2c-p,Serotonergic psychedelics,all the lessons i needed to learn from this trip have been taught . the time spent from now until i finally came down was just a jumble of dancing getting
14281,1_2c-p,1,2c-p,Serotonergic psychedelics,helped me remember that it was all in my head . my heart was beating fast and my friend who sat rocking back and fourth opening her mouth over and over
14282,9_2c-p,9,2c-p,Serotonergic psychedelics,looking at the stripes on washboard and seeing them turn colors . we attributed the slow intensity rise to the food we had greedily consumed however later experiences on the same
14283,6_2c-p,6,2c-p,Serotonergic psychedelics,a wave of nausea hit them simultaneously followed by visuals much like i seen the time before . after the fraternity brothers left we wandered the snowy streets outside saw a
14284,3_2c-p,3,2c-p,Serotonergic psychedelics,at the party they were not them all the placeholder just a lot of the time . sometimes they would be themselves and i would try to reach out to them
14285,7_2c-p,7,2c-p,Serotonergic psychedelics,something . by the end i was reduced to scratching concepts of the working of time and space into my wall in the my dealer had taken mg DATE DATE before
14286,24_2c-p,24,2c-p,Serotonergic psychedelics,seemed to be hilarious . i laughed so hard that my abs hurt . as time passed it began to get much darker and colder which seriously effected my trip .
14287,60_2c-i,60,2c-i,Serotonergic psychedelics,unfasten your seatbelt . ' i let the water run over me for a bit longer . i got out of the shower and stared at myself in the mirror from
14288,4_2c-i,4,2c-i,Serotonergic psychedelics,while staring off into space when i asked him kind of noise was that he slowly replied my hallucinating . we both found this quite humorous and had a good long
