,Topic Nr,Topic,Substance,Class,Document
5747,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,...me up with a mixture of ORG and ORG or the hospital equivalents and i passed out for an hour or two . they released me and we went back to...- TBS:1.0  (NO URL)
6204,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...buzzed the nurses at the er . an attendant came over . i asked the time , and he said it was . this is about into the experience . he... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116680#:~:text=buzzed%20the%20nurses,the%20experience.%20he>URL</a>)"
6222,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...back to the world at the sound of my doctor voice asking the nurse , long has she been like this my body was sitting up , alive , but my... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=26113#:~:text=back%20to%20the,alive,%20but%20my>URL</a>)"
6903,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...same , they take me to the hospital emergency room where the wait was very long . i was still thinking that i was and say it peaked there in the... - TBS:0.927  (<a href=https://erowid.org/experiences/exp.php?ID=61636#:~:text=same,%20they%20take,there%20in%20the>URL</a>)"
7347,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...asleep . the nurse came over , wanted to take my pulse , and heart rate . i complied to the pulse readings fine . then she asked me to sit... - TBS:0.758  (<a href=https://erowid.org/experiences/exp.php?ID=24543#:~:text=asleep.%20the%20nurse,me%20to%20sit>URL</a>)"
7511,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...mum and she said i was having a panic attack she told me to breath slowly and hold on to something to remind me i was at home not at hospital... - TBS:0.685  (<a href=https://erowid.org/experiences/exp.php?ID=28314#:~:text=mum%20and%20she,not%20at%20hospital>URL</a>)"
7513,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...i could always go tho the hospital and my parents were looking after me . slowly , i began returning to normal again , and i go to the hospital .... - TBS:0.684  (<a href=https://erowid.org/experiences/exp.php?ID=29110#:~:text=i%20could%20always,to%20the%20hospital.>URL</a>)"
7630,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...and my body fat composition i i was terrified i would never be able to pass a piss test . when the job i was interviewing for told me they were... - TBS:0.6  (<a href=https://erowid.org/experiences/exp.php?ID=19542#:~:text=and%20my%20body,me%20they%20were>URL</a>)"
7641,44,044 - hospital - nurse - doctor,cannabis spp.,Depressant / sedatives,"...repeat and it was very annoying and frightening . my cousin told me that i passed out for a while and then i threw up on myself a whole shitload .... - TBS:0.595  (<a href=https://erowid.org/experiences/exp.php?ID=42710#:~:text=repeat%20and%20it,a%20whole%20shitload.>URL</a>)"
8024,44,044 - hour - bell - intervals,cocaine,Stimulants,"...great idea . i chop them out , and each line is about a foot long , regular width , regular height . crazy maybe . well , the clock definetly... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=53619#:~:text=great%20idea.%20I,the%20clock%20definetly>URL</a>)"
5361,44,044 - dimenhydrinate - release - drug,dimenhydrinate,Deliriants,"...felt i do nt know if the drug did nt work because it was the slow release kind . or maybe because was the slow release and was the dimenhydrinate .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=31376#:~:text=felt%20I%20do,was%20the%20dimenhydrinate.>URL</a>)"
5393,44,044 - dimenhydrinate - release - drug,dimenhydrinate,Deliriants,"...i would hallucinate if i took more dimenhydrinate . but i plan on waiting a long time before doing this , and i do it before trying other legal drugs .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=33429#:~:text=i%20would%20hallucinate,other%20legal%20drugs.>URL</a>)"
5413,44,044 - dimenhydrinate - release - drug,dimenhydrinate,Deliriants,"...but can communicate fine . i am going to experiment with this drug again over long periods of time , but am afraid of long term damage , because when on... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=30169#:~:text=but%20can%20communicate,because%20when%20on>URL</a>)"
5431,44,044 - dimenhydrinate - release - drug,dimenhydrinate,Deliriants,"...dimenhydrinate . approximately ingested gram dimenhydrinate in the form of generic dramamine jellylegs coming on quickly , also mild dry mouth and what i would call a touch , my fingertips... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=29672#:~:text=dimenhydrinate.%20approximately%20ingested,touch,%20my%20fingertips>URL</a>)"
5822,44,044 - hospital - nurse - doctor,diphenhydramine,Depressant / sedatives,"...however , a friendly nurse came into assure me that the doctor would be around shortly to give me the . i hurredly asked if my parents were informed and she... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=67507#:~:text=however,%20a%20friendly,informed%20and%20she>URL</a>)"
6928,44,044 - hospital - nurse - doctor,diphenhydramine,Depressant / sedatives,"...me where you are i in the hospital but then they started to ask me longer questions , something about family maybe they wanted to contact somebody but as the sentences... - TBS:0.915  (<a href=https://erowid.org/experiences/exp.php?ID=63170#:~:text=me%20where%20you,as%20the%20sentences>URL</a>)"
8582,44,044 - hour - bell - intervals,ethylphenidate,Stimulants,"...exhaustive and DATE DATE are definitely not what we could call a significative amount of time to make serious assumptions but here are my two cents neutral data i tested with... - TBS:0.387  (<a href=https://erowid.org/experiences/exp.php?ID=103656#:~:text=exhaustive%20and%20DATE,I%20tested%20with>URL</a>)"
5782,44,044 - hospital - nurse - doctor,fentanyl,Depressant / sedatives,"...boyfriend accompanied me . a nurse hooked me up to an iv for a very long time before the doctor was ready to operate . i walked to the room with... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=42757#:~:text=boyfriend%20accompanied%20me.,the%20room%20with>URL</a>)"
6838,44,044 - hospital - nurse - doctor,fentanyl,Depressant / sedatives,"...quantity . i closed my eyes and remained of my surroundings , for a little shortly thereafter , the procedure was finished and the nurse and my boyfriend walked me back... - TBS:0.947  (<a href=https://erowid.org/experiences/exp.php?ID=42757#:~:text=quantity.%20I%20closed,walked%20me%20back>URL</a>)"
6861,44,044 - hospital - nurse - doctor,gbl,Depressant / sedatives,...i got into a car accident on ORG and i was given a breathalyzer and passed with flying colors . i got off with nothing except an insurance premium . i...- TBS:0.941  (NO URL)
7637,44,044 - hospital - nurse - doctor,gbl,Depressant / sedatives,...want people to know that they should not be afraid to call an ambulence as long as you do have PERSON lying around or anything else then you wo get in...- TBS:0.597  (NO URL)
5962,44,044 - hospital - nurse - doctor,hash,Depressant / sedatives,"...told her we had to go to the hospital . she felt my pulse and quickly agreed . arriving at the er the doctors were calm and concise , which i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=92785#:~:text=told%20her%20we,concise,%20which%20i>URL</a>)"
5995,44,044 - hospital - nurse - doctor,heroin,Depressant / sedatives,"...up in the hospital DATE DATE DATE and found out what happened . i had passed out in a bathroom of a gas station in a strange position , the attendant... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=56583#:~:text=up%20in%20the,position,%20the%20attendant>URL</a>)"
6973,44,044 - hospital - nurse - doctor,heroin,Depressant / sedatives,"...a cpr class then . this went on for a while . i know how long and neither does she . not something that i care to ask her about ,... - TBS:0.901  (<a href=https://erowid.org/experiences/exp.php?ID=58570#:~:text=a%20cpr%20class,ask%20her%20about,>URL</a>)"
5889,44,044 - hospital - nurse - doctor,hydrocodone,Depressant / sedatives,"...are several surgeons in the next town over see which one you can get into quickest . he was sitting behind me writing out the script and i asked him nicely... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77373#:~:text=are%20several%20surgeons,asked%20him%20nicely>URL</a>)"
6867,44,044 - hospital - nurse - doctor,jwh-018,Depressant / sedatives,"...received were threats of if i do nt tell them what i took . i shortly arrive at the hospital where they ran a series of tests and asked me questions... - TBS:0.939  (<a href=https://erowid.org/experiences/exp.php?ID=84443#:~:text=received%20were%20threats,asked%20me%20questions>URL</a>)"
8815,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...moderate strength and then another approxamitely three hours later . after tripping for a very long time and eventually coming down and passing out , i awoke to find that i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=39324#:~:text=moderate%20strength%20and,find%20that%20i>URL</a>)"
8830,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...couple exercises . i really feeling well , and standing made me really tired quite fast . after maybe minutes , we stopped , i returned to the blanket i had... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=114608#:~:text=couple%20exercises.%20I,blanket%20I%20had>URL</a>)"
8949,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...they had not gone to stay , and reoccured regularly over DATE DATE DATE . prolonged tensing of neck and shoulder muscles , preventing normal activity , confining me to bed... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=14068#:~:text=they%20had%20not,me%20to%20bed>URL</a>)"
8987,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...not feel any pain from them . after getting up and packing my stuff relatively quickly , i said goodbye to my friends , and drove home to eat a breakfast... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=36841#:~:text=not%20feel%20any,eat%20a%20breakfast>URL</a>)"
9002,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...was so tired from all the walking around that i had absolutely no trouble whatsoever passing out and sleeping , feeling absolutely no different than usual the next i not sure... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=90927#:~:text=was%20so%20tired,I%20not%20sure>URL</a>)"
9005,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...was acting before but was not nearly as bad . i assumed it would soon pass , another night at the most . i attempted to speed up the recovery by... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51631#:~:text=was%20acting%20before,the%20recovery%20by>URL</a>)"
9012,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...physically strained . i had been up for over hours , and was ready to pass out , but i was still having extreme difficulty falling asleep . i took out... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97314#:~:text=physically%20strained.%20I,I%20took%20out>URL</a>)"
9021,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...started to feel tired again and went to bed , and put on shpongle nothing time started to slow down into really small fractions and i felt my body relax from... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=49551#:~:text=started%20to%20feel,body%20relax%20from>URL</a>)"
9084,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...plunge into the birth experience . after a couple of hours of talking and a brisk walk , i was given some pills to put me to sleep . it seemed... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=99779#:~:text=plunge%20into%20the,sleep.%20it%20seemed>URL</a>)"
9093,44,044 - tired - pain - passing,lsd,Serotonergic psychedelics,"...worked a treat strongly suggest it for dehydration and i lay there quietly tripping and slowly coming with no sleep , i was up and had left by six thirty in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=502#:~:text=worked%20a%20treat,six%20thirty%20in>URL</a>)"
6545,44,044 - hospital - nurse - doctor,methadone,Depressant / sedatives,"...town and i begged them to take me , as i felt like i was slowly going to die if something happen soon . i had lost over lbs in DATE... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=71288#:~:text=town%20and%20I,lbs%20in%20DATE>URL</a>)"
6546,44,044 - hospital - nurse - doctor,methadone,Depressant / sedatives,"...father instructions to call them if things got bad . they got bad really really quick . i had horrible diarrhea and i could not even speak . i lied in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=84368#:~:text=father%20instructions%20to,I%20lied%20in>URL</a>)"
8185,44,044 - hour - bell - intervals,modafinil,Stimulants,"...is definitely more of the alert category . i also seem to have a different time perception time usually races by like it got wings . but now , it seems... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=63228#:~:text=is%20definitely%20more,now,%20it%20seems>URL</a>)"
6637,44,044 - hospital - nurse - doctor,morphine,Depressant / sedatives,"...but it is often true anyway , minutes ago , m came over for a quick visit . without revealing too much detail , m works at a human hospital and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77677#:~:text=but%20it%20is,human%20hospital%20and>URL</a>)"
7074,44,044 - hospital - nurse - doctor,morphine,Depressant / sedatives,".... not knowing or caring what i was given , i was happy to be quickly knocked out . the first hours into my hospital stay included surguries on both legs... - TBS:0.866  (<a href=https://erowid.org/experiences/exp.php?ID=73231#:~:text=.%20not%20knowing,on%20both%20legs>URL</a>)"
7937,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...view colorful patterns this book on fractals i have was nice to look at my short term memory was impared , but not too DATE DATE DATE i was in a... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=2126#:~:text=view%20colorful%20patterns,was%20in%20a>URL</a>)"
7978,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...to do mix sense modalities around there is a knotted conspiracy over the totality of time . a single duration imprinted at one sensation is now everything . history accumulates .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=115000#:~:text=to%20do%20mix,everything.%20history%20accumulates.>URL</a>)"
8021,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...have been ensuing for the past three a very odd high is apparent now . time distortion is present and ability to tell time how much time has passed is highly... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=95283#:~:text=have%20been%20ensuing,passed%20is%20highly>URL</a>)"
8022,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...i also noticed that the gaps between music , lyrics , and verses were much longer than they should been . there were periods of silence in which what should been... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=37789#:~:text=i%20also%20noticed,what%20should%20been>URL</a>)"
8191,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...from imaginary dangers . it just the sort of thing that demands personal space . time is seperated into , unsequenced , short events . nothing can one be certain of... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6097#:~:text=from%20imaginary%20dangers.,be%20certain%20of>URL</a>)"
8455,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...can myself back into objective reality with effort , but i have no concept of time and can not tell if i am answering a question in the past , present... - TBS:0.786  (<a href=https://erowid.org/experiences/exp.php?ID=4751#:~:text=can%20myself%20back,the%20past,%20present>URL</a>)"
8559,44,044 - hour - bell - intervals,myristica spp.,Stimulants,"...not set in perceptibly for at least a couple of hours . but once i passed the four hour mark i could estimate what the rest of the time would be... - TBS:0.617  (<a href=https://erowid.org/experiences/exp.php?ID=82704#:~:text=not%20set%20in,time%20would%20be>URL</a>)"
7094,44,044 - hospital - nurse - doctor,oxycodone,Depressant / sedatives,"...into a generic cotton gown and lay down on the uncomfortable gurney , the nurse quickly jabbed and poked a needle into the crook of my things were moving too quickly... - TBS:0.856  (<a href=https://erowid.org/experiences/exp.php?ID=91403#:~:text=into%20a%20generic,moving%20too%20quickly>URL</a>)"
8544,44,044 - hour - bell - intervals,propylhexedrine,Stimulants,"...making plans to accomplish simple tasks at specific times switch tv stations at a certain time , entertain several paper ideas interchangeably at twenty minutes intervals instead of committing all PLACEHOLDER... - TBS:0.653  (<a href=https://erowid.org/experiences/exp.php?ID=75149#:~:text=making%20plans%20to,committing%20all%20PLACEHOLDER>URL</a>)"
9132,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"..., to my back , and then i made it disappear entirely . i no longer had to pee . i thought that everything i was happening was too incredible and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97820#:~:text=,%20to%20my,too%20incredible%20and>URL</a>)"
9348,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...my broken and swollen ankles . i found a stool for a cane , and slowly gimped across the the only thing i could think of on the roof was i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=7763#:~:text=my%20broken%20and,roof%20was%20i>URL</a>)"
9465,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,".... i scratched at my legs and arms , tore at my hair and made endless trips to the bathroom where i sat on the toilet unable to release anything though... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=49150#:~:text=.%20I%20scratched,release%20anything%20though>URL</a>)"
9493,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...my shorts and slid back into my sleeping bag . it was now part anew shortly after reentering my sleeping bag , i felt much , much better than i had... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116529#:~:text=my%20shorts%20and,than%20I%20had>URL</a>)"
9501,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...was sweat . hands melted back to babyhood state . without realizing anything , i quickly went out into the street . and then i realized that during my absence ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116108#:~:text=was%20sweat.%20hands,during%20my%20absence,>URL</a>)"
9524,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...my finite body . i ripped my shirt off and tore his clothes off so fast that PLACEHOLDER PLACEHOLDER PLACEHOLDER he was underneath me i could feel the sweat dripping down... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=90399#:~:text=my%20finite%20body.,sweat%20dripping%20down>URL</a>)"
9570,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"..., i started to freak out and i called my brother and he came over quickly . shortly after hanging up i started to sweat profusedly and then i went to... - TBS:0.991  (<a href=https://erowid.org/experiences/exp.php?ID=11669#:~:text=,%20I%20started,I%20went%20to>URL</a>)"
9577,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...my hand and it started to encompass the cloth as well . spinning the shorts faster i became aware of my inate ability to control their motion and began tossing and... - TBS:0.986  (<a href=https://erowid.org/experiences/exp.php?ID=34274#:~:text=my%20hand%20and,began%20tossing%20and>URL</a>)"
9581,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...anything at all . i put on some primus , and just watched my shoe slowly pulsate , it looked like a snail that moving . then i heard my dad... - TBS:0.98  (<a href=https://erowid.org/experiences/exp.php?ID=51329#:~:text=anything%20at%20all.,heard%20my%20dad>URL</a>)"
9582,44,044 - chair - sweat - tore,psilocybin mushrooms,Serotonergic psychedelics,"...steel myself because i had gotten the pants on yet and i thought i might pass out from not breathing . i got the pants on , and since i was... - TBS:0.98  (<a href=https://erowid.org/experiences/exp.php?ID=115049#:~:text=steel%20myself%20because,since%20I%20was>URL</a>)"
10748,44,044 - vision - moved - walking,salvia divinorum,Other,"...strip , with my actual vision on it it bent , and rotated for a short while , then finally zoomed in and that seemed to end my this experience left... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=66038#:~:text=strip,%20with%20my,this%20experience%20left>URL</a>)"
10770,44,044 - vision - moved - walking,salvia divinorum,Other,"...sputter my vision appeared as though it was in frames , like it was in slow motion . a friend suggested another hit to make sure i broke though . i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=37794#:~:text=sputter%20my%20vision,broke%20though.%20i>URL</a>)"
10772,44,044 - vision - moved - walking,salvia divinorum,Other,"..., i moved my hand to reach the pipe , and suddenly my vision was slowing down , seeing only a few image per right then , i felt something pulling... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97070#:~:text=,%20I%20moved,felt%20something%20pulling>URL</a>)"
10841,44,044 - vision - moved - walking,salvia divinorum,Other,"...left when i hit the night light on the watch and moved it around really fast . i looked at my arms in the light of the computer monitor , and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6396#:~:text=left%20when%20I,computer%20monitor,%20and>URL</a>)"
10877,44,044 - vision - moved - walking,salvia divinorum,Other,"...out of the car walking around . i began to see a single vertical line passing through my vision from right to left . it moved across my line of sight... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=55058#:~:text=out%20of%20the,line%20of%20sight>URL</a>)"
10896,44,044 - vision - moved - walking,salvia divinorum,Other,"...i was back in the projector room with the soldier , realities still flashing so quick . i put my hand on the reel to slow it down and was able... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=82233#:~:text=i%20was%20back,and%20was%20able>URL</a>)"
10941,44,044 - vision - moved - walking,salvia divinorum,Other,"...coat on and we started walking around the block , and i was walking fairly steady at this point , but my vision would still bend this way and that in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77493#:~:text=coat%20on%20and,and%20that%20in>URL</a>)"
10976,44,044 - vision - moved - walking,salvia divinorum,Other,"...been pulled down by the force of it . anyway , it just moved too fast and out of my field of inner vision , so i had to give up... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=100796#:~:text=been%20pulled%20down,to%20give%20up>URL</a>)"
11010,44,044 - vision - moved - walking,salvia divinorum,Other,"...cone and held it in for a minute and then released and could feel it slowly getting slowly i fade into a digital world i can still see all around me... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=107497#:~:text=cone%20and%20held,all%20around%20me>URL</a>)"
11019,44,044 - vision - moved - walking,salvia divinorum,Other,"...repeating across my vision . almost a mechanical noise to it . it got so fast that i closed my eyes because it was becoming very hard to see . at... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=55058#:~:text=repeating%20across%20my,to%20see.%20at>URL</a>)"
6478,44,044 - hospital - nurse - doctor,tramadol,Depressant / sedatives,"...hospital , and they gave me and enema , and i had anal fissures from passing such a large movement . the doctor told me i was lucky that i did... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=30896#:~:text=hospital,%20and%20they,that%20I%20did>URL</a>)"
6862,44,044 - hospital - nurse - doctor,tramadol,Depressant / sedatives,"...which i had procured from a friend who had undergone a foot surgery , and passed them along to me after her recovery and the surgery impending of mine . regretfully... - TBS:0.941  (<a href=https://erowid.org/experiences/exp.php?ID=31656#:~:text=which%20I%20had,of%20mine.%20regretfully>URL</a>)"
7303,44,044 - hospital - nurse - doctor,tramadol,Depressant / sedatives,"...in DATE , but did even think of it , until i it tried to pass , which i then had to go to the hospital , and they gave me... - TBS:0.777  (<a href=https://erowid.org/experiences/exp.php?ID=30896#:~:text=in%20DATE,%20but,they%20gave%20me>URL</a>)"
6382,44,044 - hospital - nurse - doctor,zolpidem,Depressant / sedatives,"...with another voice , that of a young german nurse . i reached my home quickly and turned off the camera . the doctor then gave me new orders . he... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=114798#:~:text=with%20another%20voice,,new%20orders.%20he>URL</a>)"
6390,44,044 - hospital - nurse - doctor,zolpidem,Depressant / sedatives,".... thankfully , i stepped in and offered a less invasive cure , for her period to end . make me an honorary doctor , i was right i add this... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=60728#:~:text=.%20thankfully,%20I,I%20add%20this>URL</a>)"
7620,44,044 - hospital - nurse - doctor,zolpidem,Depressant / sedatives,"...me to the hospital . i would like to become to it but its taking time to get off it . i also had a period where i was stuck with... - TBS:0.608  (<a href=https://erowid.org/experiences/exp.php?ID=91372#:~:text=me%20to%20the,was%20stuck%20with>URL</a>)"
6397,44,044 - hospital - nurse - doctor,zopiclone,Depressant / sedatives,"...after him best i could . first aid courses can make one a bit too quick to do things like check pupil reaction to light and other bits of pestering .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=46729#:~:text=after%20him%20best,bits%20of%20pestering.>URL</a>)"
2040,45,045 - colors - color - white,1p-lsd,Serotonergic psychedelics,"...normal light green background was changing all sorts of colours , a bit like a slow christmas lights sequence . i did even bother to try reading anything as the words... - TBS:0.893  (<a href=https://erowid.org/experiences/exp.php?ID=106974#:~:text=normal%20light%20green,as%20the%20words>URL</a>)"
2602,45,045 - colors - color - white,1p-lsd,Serotonergic psychedelics,"...more red , stuff like that . the rainbow strings of the universe are no longer something i can we watch an episode of regular show together before we start drinking... - TBS:0.771  (<a href=https://erowid.org/experiences/exp.php?ID=108063#:~:text=more%20red,%20stuff,we%20start%20drinking>URL</a>)"
2454,45,045 - colors - color - white,25i-nbome,Serotonergic psychedelics,"...presence of the vivid , soothing colors intensifies to the point where i can no longer reconcile it as a possibility . i just kept repeating to myself is wild .... - TBS:0.805  (<a href=https://erowid.org/experiences/exp.php?ID=105849#:~:text=presence%20of%20the,myself%20is%20wild.>URL</a>)"
2607,45,045 - colors - color - white,25i-nbome,Serotonergic psychedelics,"..., and the previous times given have been guesses , but PLACEHOLDER PLACEHOLDER during this period , b gets up off the floor and says that we are all purple ,... - TBS:0.769  (<a href=https://erowid.org/experiences/exp.php?ID=95553#:~:text=,%20and%20the,are%20all%20purple,>URL</a>)"
1722,45,045 - colors - color - white,2c-b,Serotonergic psychedelics,"..., i presume . it woul stop . i not sure how i went so fast from amazing water colors to reality in black or white , but i needed some... - TBS:0.954  (<a href=https://erowid.org/experiences/exp.php?ID=97798#:~:text=,%20I%20presume.,I%20needed%20some>URL</a>)"
2238,45,045 - colors - color - white,2c-b,Serotonergic psychedelics,"...so wildly and with so many echoes of itself that navigating the physical space was quickly becoming an impossibility . colors have never looked so beautiful and somewhat cartoony one of... - TBS:0.851  (<a href=https://erowid.org/experiences/exp.php?ID=105707#:~:text=so%20wildly%20and,cartoony%20one%20of>URL</a>)"
2280,45,045 - colors - color - white,2c-b,Serotonergic psychedelics,"...fringing as a loss of color wherever it occurred , leaving me with just an endless mold of bright green and magenta where the color was missing . i then remembered... - TBS:0.844  (<a href=https://erowid.org/experiences/exp.php?ID=99929#:~:text=fringing%20as%20a,I%20then%20remembered>URL</a>)"
2483,45,045 - colors - color - white,2c-b,Serotonergic psychedelics,"...amazing water colors to reality in black or white , but i needed some material quick and i had lost everything . i could see a single thing i needed to... - TBS:0.798  (<a href=https://erowid.org/experiences/exp.php?ID=97798#:~:text=amazing%20water%20colors,I%20needed%20to>URL</a>)"
2692,45,045 - colors - color - white,2c-b,Serotonergic psychedelics,"...swimming around and try to catch them . the colors in the water would change rapidly with the excitement of trying to catch these fish . i look at my arms... - TBS:0.751  (<a href=https://erowid.org/experiences/exp.php?ID=79646#:~:text=swimming%20around%20and,at%20my%20arms>URL</a>)"
2620,45,045 - colors - color - white,2c-c,Serotonergic psychedelics,"...colors there begins to emerge a scene something solid , unchanging and meaningful . the longer i keep my eyes closed the clearer it develops . is that a gateway are... - TBS:0.765  (<a href=https://erowid.org/experiences/exp.php?ID=75345#:~:text=colors%20there%20begins,a%20gateway%20are>URL</a>)"
2049,45,045 - colors - color - white,2c-e,Serotonergic psychedelics,".... i began to find that focusing on purple colors helped me hold on much longer , but as he hit his comedown , his purples faded into his usual greens... - TBS:0.891  (<a href=https://erowid.org/experiences/exp.php?ID=73462#:~:text=.%20I%20began,his%20usual%20greens>URL</a>)"
2516,45,045 - colors - color - white,2c-e,Serotonergic psychedelics,"...not tripping on to get it to go away . also , solid colors no longer appear as solid colors . it more like a swirly waterfall , but all over... - TBS:0.79  (<a href=https://erowid.org/experiences/exp.php?ID=87480#:~:text=not%20tripping%20on,but%20all%20over>URL</a>)"
2572,45,045 - colors - color - white,2c-e,Serotonergic psychedelics,"...phosphorescent , glowing trails . more of a brown , earthy trailing effect , fading quickly . colours were intensified , and white surfaces seemed filled with gentle waves of rainbows... - TBS:0.778  (<a href=https://erowid.org/experiences/exp.php?ID=83445#:~:text=phosphorescent,%20glowing%20trails.,waves%20of%20rainbows>URL</a>)"
2735,45,045 - colors - color - white,2c-e,Serotonergic psychedelics,"...colors , such as greens and reds . the visuals got stronger and stronger as time went on . the next visual that really got to me was the color trails... - TBS:0.74  (<a href=https://erowid.org/experiences/exp.php?ID=79911#:~:text=colors,%20such%20as,the%20color%20trails>URL</a>)"
1483,45,045 - colors - color - white,2c-i,Serotonergic psychedelics,"...has youthful colors of pink and yellow and white . just came back from a short walk . two hints for the future always take a pen and paper wherever you... - TBS:0.997  (<a href=https://erowid.org/experiences/exp.php?ID=17544#:~:text=has%20youthful%20colors,paper%20wherever%20you>URL</a>)"
