,Topic Nr,Topic,Substance,Class,Document
6663,49,049 - typing - slower - type,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,".... body and head are feeling heavy . it is harder to type now , slowing am worrying this is a feel lighter and faster , no longer feel slowed feeling... - TBS:0.853  (<a href=https://erowid.org/experiences/exp.php?ID=112268#:~:text=.%20body%20and,feel%20slowed%20feeling>URL</a>)"
7303,49,049 - typing - slower - type,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...limits too often it very concentration while high is difficult . your mind is going fast , but typing on a keyboard requires a lot of time to figure out what... - TBS:0.47  (<a href=https://erowid.org/experiences/exp.php?ID=4809#:~:text=limits%20too%20often,figure%20out%20what>URL</a>)"
7483,49,049 - typing - slower - type,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...new layer of slowness heavy sensation has hit . hope more of this definitely feeling slower all over , head is want to lay down on my sofa , laying down... - TBS:0.171  (<a href=https://erowid.org/experiences/exp.php?ID=112268#:~:text=new%20layer%20of,sofa,%20laying%20down>URL</a>)"
7214,49,049 - typing - slower - type,alcohol,Depressant / sedatives,"...great mood and i smile and laugh for no apparent reason . my typing is slow and i ca spell worth shit , but thankfully firefox has a built in spell... - TBS:0.544  (<a href=https://erowid.org/experiences/exp.php?ID=58487#:~:text=great%20mood%20and,built%20in%20spell>URL</a>)"
6389,49,049 - typing - slower - type,alprazolam,Depressant / sedatives,"...already , feeling very heavy , relaxed and the familiar sensation . feeling very effects rapidly increasing , everything is feeling a lot slower , typing a lot slower and feel... - TBS:0.957  (<a href=https://erowid.org/experiences/exp.php?ID=40085#:~:text=already,%20feeling%20very,slower%20and%20feel>URL</a>)"
6483,49,049 - typing - slower - type,alprazolam,Depressant / sedatives,"...just content with everything . my fingers stumble mildly as i type like a as fast as i normally can . waiting to see if the effects increase from my last... - TBS:0.923  (<a href=https://erowid.org/experiences/exp.php?ID=93799#:~:text=just%20content%20with,from%20my%20last>URL</a>)"
6080,49,049 - typing - slower - type,clonazepam,Depressant / sedatives,".... said these two wo interact with each starting to have a bit more difficult time typing and concentrating . i getting thirsty . my head feels swimmy , and colors... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50099#:~:text=.%20said%20these,swimmy,%20and%20colors>URL</a>)"
7260,49,049 - typing - slower - type,diazepam,Depressant / sedatives,"...back in t effects keep on growing thought process and physical movement continue to grow slower , memory unaffected , but physical coordination slightly impaired . i am typing much slower... - TBS:0.516  (<a href=https://erowid.org/experiences/exp.php?ID=12119#:~:text=back%20in%20t,typing%20much%20slower>URL</a>)"
7300,49,049 - typing - slower - type,diazepam,Depressant / sedatives,"..., but physical coordination slightly impaired . i am typing much slower now , walking slower , and climbing the stairs to the office was a bit of a hassle ,... - TBS:0.475  (<a href=https://erowid.org/experiences/exp.php?ID=12119#:~:text=,%20but%20physical,of%20a%20hassle,>URL</a>)"
5766,49,049 - typing - slower - type,diphenhydramine,Depressant / sedatives,"...fucking amazing . super soft my fingers felt like someone . my blinking is really slow . typing gets harder and harder . my nose was just itching i tried to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=39969#:~:text=fucking%20amazing.%20super,I%20tried%20to>URL</a>)"
5813,49,049 - typing - slower - type,diphenhydramine,Depressant / sedatives,"...felt any kind of buzz or high or anything , although my typing had notably slowed down , and there were a few instances that i had to stop for a... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28612#:~:text=felt%20any%20kind,stop%20for%20a>URL</a>)"
7482,49,049 - typing - slower - type,diphenhydramine,Depressant / sedatives,"...room . it become a real challenge to type now i feel as though the faster i type the more correct my words will come out . my throat feels tight... - TBS:0.178  (<a href=https://erowid.org/experiences/exp.php?ID=39969#:~:text=room.%20it%20become,throat%20feels%20tight>URL</a>)"
7375,49,049 - typing - slower - type,etizolam,Depressant / sedatives,"...decide to put on some psytrance , the music feels mildly enhanced . typing takes longer than usual and i make more mistakes however i am still able to function well... - TBS:0.383  (<a href=https://erowid.org/experiences/exp.php?ID=114528#:~:text=decide%20to%20put,to%20function%20well>URL</a>)"
6860,49,049 - typing - slower - type,hydrocodone,Depressant / sedatives,".... typing is now more difficult than usual , missing keys more often . the slow and deep vibrations from the subwoofer a decent sub next to me feel good .... - TBS:0.758  (<a href=https://erowid.org/experiences/exp.php?ID=68881#:~:text=.%20typing%20is,me%20feel%20good.>URL</a>)"
7408,49,049 - typing - slower - type,hydrocodone,Depressant / sedatives,"...little , not falling asleep but just sort of stopping and staring at things for short amounts of time . typing now seems to be a little more coordinated and i... - TBS:0.338  (<a href=https://erowid.org/experiences/exp.php?ID=68881#:~:text=little,%20not%20falling,coordinated%20and%20i>URL</a>)"
7474,49,049 - typing - slower - type,hydromorphone,Depressant / sedatives,"...had a little trouble with keyboard and mouse , felt a little like waves were slowly travelling across my pretty confortable , just listening to music and working on the computer... - TBS:0.21  (<a href=https://erowid.org/experiences/exp.php?ID=88827#:~:text=had%20a%20little,on%20the%20computer>URL</a>)"
5463,49,049 - typing - slower - type,mitragyna speciosa,Depressant / sedatives,"...out and finding my thoughts to drift to other places quite easily , typing is slowed and distinct feeling of warmth washing over entire been no signs of nausea or anything... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=89807#:~:text=out%20and%20finding,nausea%20or%20anything>URL</a>)"
7480,49,049 - typing - slower - type,mitragyna speciosa,Depressant / sedatives,"...it seems to happen fairly frequently and uncontrollably , but i feel perfectly fine . time perception is definitely slowed now . i am very lightweight feeling throughout my head and... - TBS:0.188  (<a href=https://erowid.org/experiences/exp.php?ID=69914#:~:text=it%20seems%20to,my%20head%20and>URL</a>)"
6969,49,049 - typing - slower - type,piracetam,Depressant / sedatives,"...i choose to add now . i noticed that typing on the pc goes much faster and fluent . dear , i start to feel dizzy for a moment i fear... - TBS:0.693  (<a href=https://erowid.org/experiences/exp.php?ID=68705#:~:text=i%20choose%20to,moment%20I%20fear>URL</a>)"
6183,49,049 - typing - slower - type,zolpidem,Depressant / sedatives,".... i am feeling very relaxed and care free . i ca type quite as fast as usual otherwise i make too many mistakes . motor skills def affected . totally... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=72944#:~:text=.%20I%20am,def%20affected.%20totally>URL</a>)"
8990,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...night , not wanting to the here the PERSON sound of my own voice any longer , though i do end up talking quite abit later furthermore , this is the...- TBS:1.0  (NO URL)"
9175,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,...again as PERSON begins to speak . however PERSON voice sounds like a tape player slowly coming up to speed from a dead stop . PERSON PERSON ok . PERSON in...- TBS:1.0  (NO URL)
9356,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...avatar the last airbender and it sounded so strange to me . the speech seemed slow and dim and i really understand any of it . suddenly s said think starting... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=95131#:~:text=avatar%20the%20last,said%20think%20starting>URL</a>)"
9396,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...i felt the voice start to fade after a few minutes seemed like hours and slowly faded away completely . the voice finally stopped and i was back to reality .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=96459#:~:text=i%20felt%20the,back%20to%20reality.>URL</a>)"
9421,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...it felt as if i was letting loose all the pent up energy of an eternity my voice would range in pitch and intensity like going from expressing a variety of... - TBS:0.987  (<a href=https://erowid.org/experiences/exp.php?ID=69232#:~:text=it%20felt%20as,a%20variety%20of>URL</a>)"
9447,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...i will try to remember as best i can . i actually took a fairly long voice recording about minutes of myself , explaining to myself , what had just occurred... - TBS:0.966  (<a href=https://erowid.org/experiences/exp.php?ID=53960#:~:text=i%20will%20try,had%20just%20occurred>URL</a>)"
9462,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...my entire field of vision . my friend was speaking to me but his voice slowly faded out and was replaced with this loud roaring , like some kind of engine... - TBS:0.956  (<a href=https://erowid.org/experiences/exp.php?ID=111921#:~:text=my%20entire%20field,kind%20of%20engine>URL</a>)"
9489,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...to ring louder in my ears , so i headed back to the site and rapidly packed up and headed out . then the voices i could quite translate the language... - TBS:0.937  (<a href=https://erowid.org/experiences/exp.php?ID=16203#:~:text=to%20ring%20louder,translate%20the%20language>URL</a>)"
9609,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...my inner voice tried to comment on what is happening . however this commentary was quickly fading , because it could not keep up with the of the . soon my... - TBS:0.83  (<a href=https://erowid.org/experiences/exp.php?ID=109951#:~:text=my%20inner%20voice,the.%20soon%20my>URL</a>)"
9632,49,049 - voice - voices - speak,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...an episode of southpark and the voices sounded like . some thoughts felt like an eternity and time switched very fast between slow and quick . that made the voices sound... - TBS:0.801  (<a href=https://erowid.org/experiences/exp.php?ID=18477#:~:text=an%20episode%20of,the%20voices%20sound>URL</a>)"
9038,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,".... my male friend and i became voluble and animated the problems of communication were long forgotten . i do not think our conversation was probably particularly weighty . we mainly... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=34486#:~:text=.%20my%20male,weighty.%20we%20mainly>URL</a>)"
9126,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...think you right we continued to talk . we had seen each other for a long time and had a lot to talk about . however , it seemed more and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=20486#:~:text=think%20you%20right,seemed%20more%20and>URL</a>)"
9128,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...a lot to talk about . however , it seemed more and more that as time went on , our conversation became more nonsensical . while we were still coherent ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=20486#:~:text=a%20lot%20to,were%20still%20coherent,>URL</a>)"
9279,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,".... i know it a game we play a lot , and most of the time i do think about it as a game , just as communication , but in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=29444#:~:text=.%20I%20know,communication,%20but%20in>URL</a>)"
9487,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...of meaning about the conversation . we also found that when we got into a period of conversation which then ended you got a really strong sense of your mind slowing... - TBS:0.939  (<a href=https://erowid.org/experiences/exp.php?ID=22855#:~:text=of%20meaning%20about,your%20mind%20slowing>URL</a>)"
9516,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...other pictures were still swirling , moving and morphing . we had one of the longest , closest conversations we have ever had . i pointed out the necessity of an... - TBS:0.918  (<a href=https://erowid.org/experiences/exp.php?ID=36229#:~:text=other%20pictures%20were,necessity%20of%20an>URL</a>)"
9527,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...size of the conversation at dinner was when things started getting . at this point time was extremely slow . i felt like we were sitting there forever . i began... - TBS:0.906  (<a href=https://erowid.org/experiences/exp.php?ID=32108#:~:text=size%20of%20the,forever.%20I%20began>URL</a>)"
9649,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...feeling we left the bathroom and went back in bed . we talked for a long time , but i having problems remembering what we said . we talked about anything... - TBS:0.785  (<a href=https://erowid.org/experiences/exp.php?ID=21203#:~:text=feeling%20we%20left,talked%20about%20anything>URL</a>)"
9673,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...could understand our jibberish . we could understand each other though . most of the time we were just laughing because everything , even me passing her a glass and saying... - TBS:0.711  (<a href=https://erowid.org/experiences/exp.php?ID=19694#:~:text=could%20understand%20our,glass%20and%20saying>URL</a>)"
9687,50,050 - conversation - topics - conversations,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...that the whole thing could have been in my head . i needed the quiet time of not talking to people at work to gain perspective on life anyway though .... - TBS:0.651  (<a href=https://erowid.org/experiences/exp.php?ID=61516#:~:text=that%20the%20whole,life%20anyway%20though.>URL</a>)"
5536,50,050 - decreasing - effects - noticible,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...effects . but as aforementioned , i was a smoking noob and holding it in long enough . the car ride was everything changed when we arrived to house . upon... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=94062#:~:text=effects.%20but%20as,to%20house.%20upon>URL</a>)"
6336,50,050 - decreasing - effects - noticible,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...properties but oh boy was i in for a onset the effects kicked in fairly quickly . even though from this point on my sense of time was harshly impacted i... - TBS:0.975  (<a href=https://erowid.org/experiences/exp.php?ID=114469#:~:text=properties%20but%20oh,harshly%20impacted%20i>URL</a>)"
6729,50,050 - decreasing - effects - noticible,clonazepam,Depressant / sedatives,...its obviously not more noticible talking to some girls on ORG and havin a fun time . but no noticible effects yet besides a very slight relaxation barely that s directly...- TBS:0.827  (NO URL)
6807,50,050 - decreasing - effects - noticible,cyclobenzaprine,Depressant / sedatives,"...the effects . i got really sleepy , kinda felt like i was moving really slow . felt like i was talking like i was really stoned . my brother got... - TBS:0.781  (<a href=https://erowid.org/experiences/exp.php?ID=54845#:~:text=the%20effects.%20I,my%20brother%20got>URL</a>)"
6805,50,050 - decreasing - effects - noticible,diphenhydramine,Depressant / sedatives,"..., neither increasing nor decreasing , until shortly before . then they tapered off very quickly , and now i feel no more than the slightest of course , i frittered... - TBS:0.782  (<a href=https://erowid.org/experiences/exp.php?ID=33729#:~:text=,%20neither%20increasing,course,%20I%20frittered>URL</a>)"
6874,50,050 - decreasing - effects - noticible,diphenhydramine,Depressant / sedatives,"...for the count . the immedeate effects were extremely mellow . my body seemed to slow to a crawl , and wheather my timing was messed up or what , walking... - TBS:0.752  (<a href=https://erowid.org/experiences/exp.php?ID=13907#:~:text=for%20the%20count.,or%20what,%20walking>URL</a>)"
7052,50,050 - decreasing - effects - noticible,diphenhydramine,Depressant / sedatives,"...heavy wrapped around the top of my my memory is going again , effects held steady , neither increasing nor decreasing , until shortly before . then they tapered off very... - TBS:0.641  (<a href=https://erowid.org/experiences/exp.php?ID=33729#:~:text=heavy%20wrapped%20around,tapered%20off%20very>URL</a>)"
6715,50,050 - decreasing - effects - noticible,gabapentin,Depressant / sedatives,"...busy and read some posts about other people experiences in hope to find out how long the effects will last . i have to close one eye to read , the... - TBS:0.834  (<a href=https://erowid.org/experiences/exp.php?ID=102980#:~:text=busy%20and%20read,to%20read,%20the>URL</a>)"
6886,50,050 - decreasing - effects - noticible,hydrocodone,Depressant / sedatives,"...like utter , utter shit . about minutes later was when the effects started to slowly kick in . the first thing i notice is a tingling in my extremities especially... - TBS:0.745  (<a href=https://erowid.org/experiences/exp.php?ID=73176#:~:text=like%20utter,%20utter,my%20extremities%20especially>URL</a>)"
5589,50,050 - decreasing - effects - noticible,mitragyna speciosa,Depressant / sedatives,"...not have wanted to operate a motor vehicle , or even walk around during this period . how strong the effects came back , and totally unexpectedly so watch out ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81158#:~:text=not%20have%20wanted,so%20watch%20out,>URL</a>)"
6374,50,050 - decreasing - effects - noticible,mitragyna speciosa,Depressant / sedatives,"...effects as far as the effects went , however , always important to try something slowly , ORG , than hop in the deep end . one really good thing about...- TBS:0.962  (NO URL)"
6905,50,050 - decreasing - effects - noticible,mitragyna speciosa,Depressant / sedatives,"...can results from . the feeble effect stayed the same and did not strengthen as time passed . i only felt a slight dissociation from my own self and there was... - TBS:0.736  (<a href=https://erowid.org/experiences/exp.php?ID=90348#:~:text=can%20results%20from.,and%20there%20was>URL</a>)"
6373,50,050 - decreasing - effects - noticible,nymphaea caerulea,Depressant / sedatives,"...more interesting and creative ideas , and i end up writing a the effects are slowly beginning to wear off . comedown is very smooth , almost unnoticeable , much like... - TBS:0.962  (<a href=https://erowid.org/experiences/exp.php?ID=78808#:~:text=more%20interesting%20and,unnoticeable,%20much%20like>URL</a>)"
5485,50,050 - decreasing - effects - noticible,oxycodone,Depressant / sedatives,"...decreasing but not as much as i thought it would . a couple of hours passed and i reached for the norco . my brain disagreed with this combination and protested... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50588#:~:text=decreasing%20but%20not,combination%20and%20protested>URL</a>)"
6405,50,050 - decreasing - effects - noticible,oxycodone,Depressant / sedatives,"...and the previous effect combine to make a certain type of odd headspin that is slow asthough there is some protection around my body that means that nothing can feel nasty... - TBS:0.949  (<a href=https://erowid.org/experiences/exp.php?ID=81018#:~:text=and%20the%20previous,can%20feel%20nasty>URL</a>)"
6929,50,050 - decreasing - effects - noticible,piper methysticum,Depressant / sedatives,"...effects , but i did notice a slight heaviness in my limbs and my breathing rate was slower . it was almost now and i was starting to feel like i... - TBS:0.724  (<a href=https://erowid.org/experiences/exp.php?ID=1634#:~:text=effects,%20but%20I,feel%20like%20i>URL</a>)"
6561,50,050 - decreasing - effects - noticible,tramadol,Depressant / sedatives,".... i got home and after some research decided on . the effects took very long to come on , nearly an hour . i would have to describe the most... - TBS:0.888  (<a href=https://erowid.org/experiences/exp.php?ID=60599#:~:text=.%20I%20got,describe%20the%20most>URL</a>)"
7093,50,050 - decreasing - effects - noticible,tramadol,Depressant / sedatives,"...do feel much better now that i thrown up . the effects are sort of speedy and time and hearing appears to be faster . it is cool but i strongly... - TBS:0.622  (<a href=https://erowid.org/experiences/exp.php?ID=14108#:~:text=do%20feel%20much,but%20I%20strongly>URL</a>)"
7111,50,050 - decreasing - effects - noticible,tramadol,Depressant / sedatives,"...having a great the effects are at about of their strongest peak around the effects slowly drop off until there is just a tiny but pleasant calming buzz in the back... - TBS:0.617  (<a href=https://erowid.org/experiences/exp.php?ID=23886#:~:text=having%20a%20great,in%20the%20back>URL</a>)"
6148,50,050 - decreasing - effects - noticible,triazolam,Depressant / sedatives,"...only effect i have is bring on my nose and a clogged nose . btw time seemed to speed up cause i was on top of those ten minute updated then... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=113636#:~:text=only%20effect%20I,minute%20updated%20then>URL</a>)"
10700,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...same place with an identical creature in front of me . i again tried to pass through this one and ended up in another identical situation . this continued for what... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50505#:~:text=same%20place%20with,continued%20for%20what>URL</a>)"
10703,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...around in front of my view , taking a smirking glance at me as they passed by , which was spinning as if i had just gotten of a . as... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=52870#:~:text=around%20in%20front,of%20a.%20as>URL</a>)"
10754,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...on how i was going to get across the moat . before i had any time i noticed my body was being pulled up into the castle by red cords tied... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=12747#:~:text=on%20how%20I,red%20cords%20tied>URL</a>)"
10756,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...it . i remembered some reports of people feeling like they were peering down a long tunnel , and that immediately manifested in front of me . i had to crane... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51686#:~:text=it.%20I%20remembered,had%20to%20crane>URL</a>)"
10773,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...in the distance . i saw something out the corner of my eye and turned quickly to look . the cat was there staring at me , and i thought it... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=42261#:~:text=in%20the%20distance.,I%20thought%20it>URL</a>)"
10833,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...death pulling me towards my front door . to my right it seemed like an endless tunnel made by its wing . i was pleading on hold on not ready yet... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=70547#:~:text=death%20pulling%20me,not%20ready%20yet>URL</a>)"
10930,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...in a steak which start in front of me and run parallel to each other passing me on the left . i stand up and say , i think i see... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28335#:~:text=in%20a%20steak,think%20I%20see>URL</a>)"
10931,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...of my bin right in front of my eyes , followed by my . i slowly stood up , back in my room . the first thing i noticed was that... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=38918#:~:text=of%20my%20bin,noticed%20was%20that>URL</a>)"
10935,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...last thought that i had was , , candyland i was being guided gently and slowly through the aforementioned hallway , passing little pink creatures doing various things , such as... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=26291#:~:text=last%20thought%20that,things,%20such%20as>URL</a>)"
10948,50,050 - identical - noticed - red,_ Salvia divinorum (Own graph & topics),Salvia divinorum (Substance),"...little toy along it course . about fifteen feet directly infront of me was a short red man , i knew instantly that he was the entity which christians believe to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=14924#:~:text=little%20toy%20along,christians%20believe%20to>URL</a>)"
8467,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...were in the bedroom now , getting warm , chatting and listening to music . passing the time . i could feel a nausea creeping over me , and a growing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77641#:~:text=were%20in%20the,and%20a%20growing>URL</a>)"
8487,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...over , and so sore in my joints that for DATE after my movements were slow and painful . o ran a bath and we cleaned up together before going to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=104379#:~:text=over,%20and%20so,before%20going%20to>URL</a>)"
8531,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...go away i drank for DATE to make these symptoms go away , i would pass out and in the morning i just thought the static was worse because i was... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=80381#:~:text=go%20away%20I,because%20I%20was>URL</a>)"
8596,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...there know what i am talking its no normal nausea , inconsistent and comes in rapid waves . what was initially an ecstatic mood at getting what seemed to be excellent... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=93659#:~:text=there%20know%20what,to%20be%20excellent>URL</a>)"
8648,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...and after a meal and shower i was perfect again . no symptoms all day long . i am soo weirded out . going to a hospital DATE to get checked... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97947#:~:text=and%20after%20a,to%20get%20checked>URL</a>)"
8718,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...considerably nauseous i was feeling considerably nauseous , but i could handle it well as long as i remained in a horizontal position . at about , i got up and... - TBS:0.973  (<a href=https://erowid.org/experiences/exp.php?ID=113073#:~:text=considerably%20nauseous%20I,got%20up%20and>URL</a>)"
8875,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...it was purely analytical , concerned with experiencing and understanding that profound experience . the endless loops of nausea and general gastrointestinal discomfort were still there . still lying down ,... - TBS:0.778  (<a href=https://erowid.org/experiences/exp.php?ID=111446#:~:text=it%20was%20purely,still%20lying%20down,>URL</a>)"
8890,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...malaise continued for around an hour , but i did not vomit . during this period , the party started kicking off . around people , most of whom i barely... - TBS:0.759  (<a href=https://erowid.org/experiences/exp.php?ID=64978#:~:text=malaise%20continued%20for,whom%20I%20barely>URL</a>)"
8891,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...pretty much normal , but the chairs were floating . the drug hit me very quickly compared to my friend at this point , she was still completely normal . i... - TBS:0.759  (<a href=https://erowid.org/experiences/exp.php?ID=111305#:~:text=pretty%20much%20normal,,completely%20normal.%20i>URL</a>)"
8905,50,050 - nausea - considerably - nauseous,_ LSD (Own graph & topics),Serotonergic psychedelics,"...the room while the rest of us were tripping heavily . luckily , the nausea passed . for about twenty minutes , i felt very little effects . i was already... - TBS:0.734  (<a href=https://erowid.org/experiences/exp.php?ID=92139#:~:text=the%20room%20while,I%20was%20already>URL</a>)"
7748,51,051 - clock - working - store,4-fluoroamphetamine,Stimulants,"...energized state . i listen to some music and chat a i lost track of time . i chatted for nearly two hours , but did notice how fast time went... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=94709#:~:text=energized%20state.%20I,fast%20time%20went>URL</a>)"
7611,51,051 - clock - working - store,amphetamine,Stimulants,"...at the computer screen off and on for these past hours . my sense of time is more distorted than ever been . fifteen minutes have passed in what seemed like... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=60224#:~:text=at%20the%20computer,what%20seemed%20like>URL</a>)"
7620,51,051 - clock - working - store,amphetamine,Stimulants,"..., the punctuation mark . i stared at it for minutes non stop . the time flew by and i intensely enjoyed myself . as i headed to lunch , i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=17610#:~:text=,%20the%20punctuation,to%20lunch,%20i>URL</a>)"
7632,51,051 - clock - working - store,amphetamine,Stimulants,"...times . when the frustration got the best of me i looked over that the clock , it was now am . there was just no way i was going to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=52113#:~:text=times.%20when%20the,was%20going%20to>URL</a>)"
7813,51,051 - clock - working - store,amphetamine,Stimulants,".... i seemed to possess a much larger working i worked away without regard to time when i saw that it was noon . i was usually hungry by then and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=76590#:~:text=.%20I%20seemed,by%20then%20and>URL</a>)"
7528,51,051 - clock - working - store,ethylphenidate,Stimulants,"...at the clock as much i normally do . almost as if i forget about time and look back minute stop working on assignment and go to watch tv . pulse... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=106392#:~:text=at%20the%20clock,watch%20tv.%20pulse>URL</a>)"
7736,51,051 - clock - working - store,modafinil,Stimulants,"..., never jittery or hungry , and did even have the desire to check the clock . it just felt as if i were working at full blast , and time... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=80894#:~:text=,%20never%20jittery,blast,%20and%20time>URL</a>)"
7559,51,051 - clock - working - store,myristica spp.,Stimulants,"...we went from store to store looking at various things for an unknown amount of time my perception of time was almost obliterated by the nutmeg , even more so than... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18875#:~:text=we%20went%20from,more%20so%20than>URL</a>)"
